title,price,link
"HP Pavilion Plus 14 Laptop, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), WUXGA, 16GB LPDDR5x, 512GB SSD, Premium metal, TBT 4 and HDMI 2.1, 5MP camera (Win 11, MSO 2021, Silver, 1.44 kg), ew0116TU  ","70,490",https://amazon.in//HP-Pavilion-i5-1335U-14-inch-ew0116TU/dp/B0CWDBJ3Q8/ref=sr_1_237?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.aLritixPmzP8_Ujsf4KAAKwzJnvIuJQZ2na4mh6bYna1o9-mAmH0BnnVa9haYGLYUH4oAtSVSc53xkmSZnC2YMvGxj-sKmg6tdOvtlu_xQxquqGmh02Csk1pQp71RfJr86XWIjax7DyMKIe-C4aW1nHpXLUT1sn49UAOEZId7OAVddndxSHREnMfoHo1Oe2vIO5giT6Q4fPlyaExnO-e1kDuYbEWNlezQoPImipK6HM.56QUlljCsecCnuWuDOD6fb0MkwmvuZNO9HErsokwB9o&dib_tag=se&keywords=laptop&qid=1719412640&sprefix=lap%2Caps%2C246&sr=8-237
"Dell Inspiron 3530 Laptop, 13th Generation Intel Core i7-1355U Processor, 16GB, 512GB, 15.6"" (39.62cm) FHD 120Hz Display, Backlit KB, Win 11 + MSO'21, 15 Month McAfee, Silver, Thin & Light-1.62kg  ","70,390",https://amazon.in//Dell-Inspiron-3530-i7-1355U-Processor/dp/B0CJK111K3/ref=sr_1_229?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.aLritixPmzP8_Ujsf4KAAKwzJnvIuJQZ2na4mh6bYna1o9-mAmH0BnnVa9haYGLYUH4oAtSVSc53xkmSZnC2YMvGxj-sKmg6tdOvtlu_xQxquqGmh02Csk1pQp71RfJr86XWIjax7DyMKIe-C4aW1nHpXLUT1sn49UAOEZId7OAVddndxSHREnMfoHo1Oe2vIO5giT6Q4fPlyaExnO-e1kDuYbEWNlezQoPImipK6HM.56QUlljCsecCnuWuDOD6fb0MkwmvuZNO9HErsokwB9o&dib_tag=se&keywords=laptop&qid=1719412640&sprefix=lap%2Caps%2C246&sr=8-229
"ASUS Vivobook Pro 15, AMD Ryzen 7 6800HS, 15.6"" (39.62 cm) FHD, Creator/Gaming Laptop (16 GB RAM/512GB SSD/4GB RTX 3050/Win11/Backlit KB/Fingerprint/Silver/1.80kg), M6500RC-HN742WS  ","69,990",https://amazon.in//ASUS-Vivobook-Creator-Fingerprint-M6500RC-HN742WS/dp/B0CFW2HB2V/ref=sr_1_199?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.X9KVuM4ry964lREvmrzWDnbQr_SP9op8QwLZMG7FlLQI8d7srAnVyB_NamPhFdxiING4bUP0Dh5eQTqV8ey03zeUqZxab41zq43GYO_GHeEF3TFVF9jf-pjlsb4-pMkb-ItPZoTVy-nG9KrFcygFoIDt51RGPVIhjw7D0JBJzZoonuWGfIttp4v7DSWiZ2VHsRsK_ieOtoxte9xqQw8K5T5j25VLane_vXHulLzY-b8.02CJGC079DjjQpI4rmS-3Hh2i2oTk8gAY3DMpFzuf2Y&dib_tag=se&keywords=laptop&qid=1719412632&sprefix=lap%2Caps%2C246&sr=8-199
Acer Nitro 5 Gaming Laptop AMD Ryzenâ„¢ 7 7735HS Octa-Core Processor- (16GB/ 512 GB SSD/NVIDIA GeForce RTX 3050 4GB Graphics/Windows 11 Home) AN515-47 with 39.6 Cm (15.6 Inch) IPS Display  ,"69,990",https://amazon.in//Acer-Octa-Core-Processor-Graphics-AN515-47/dp/B0C1BGCPX9/ref=sr_1_223?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.p3llVVPt4cbV_Q1X7kfcr-5otKpmjySNgEdISahFxcX6jZAEghwKrnN7nzTdCpme9BiiltIDR7EDeQXsMVvGG1o48UOYiX9H3Vg8SxIrNH07NVG5tPjx0-KJIxuMv9RGxLqSNGdS04OWk5D5TzkHg0-VD8SMedfkdU-2P2m841aOM97Z1DVcri_7tLptWCESSOC5SFstAuwfpLtaZCmDZgTk9bT8TgoN3Abqw6v6cQY.0AjuA4HtnbTQp0hvHFMZhSEFgb1_Rg2iud_pM8G48bQ&dib_tag=se&keywords=laptop&qid=1719412635&sprefix=lap%2Caps%2C246&sr=8-223
"ASUS Creator Series Vivobook 16X (2023), Intel Core i5-13500H 13th Gen, 16"" (40.64 cm) FHD+, Creator/Gaming Laptop (16GB/512GB/4GB RTX 3050 /Win11/Office 2021/FP/Black/1.8 kg), K3605VC-MBN541WS  ","69,990",https://amazon.in//ASUS-Creator-Vivobook-i5-13500H-K3605VC-MBN541WS/dp/B0C5N1XCDL/ref=sr_1_250?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.VtadRDAvcJpEptPddSvZoBjtMjAQ6rkVelfPlLyKbD17Va4eo7TfG8_MGv7InRahebk9SAV1cNkyiOji8gMtsUdSsur7yAriyLkZ0sMlPwbiyFf8UNlli-sqg7-ETMwlg7bT4ymjatpfkQbxGsV80in6XoIRAJcO6Q_qZVO8Nsz8TPY8bpZt0KF2t_q2hQOFeHcQfmxlF6DQsoMAcTw83B9qfQEKhb5IFE7Lc6LvaeE.R8YrcixFQJbSBjpFNpsKYOSR0NjAQfKejqeV3VlPbg4&dib_tag=se&keywords=laptop&qid=1719412642&sprefix=lap%2Caps%2C246&sr=8-250
"Acer Nitro V Gaming Laptop 13th Gen Intel Core i5-13420H with RTX 2050 Graphics 4 GB VRAM, 144Hz Display (16 GB DDR5/1 TB SSD/Windows 11 Home/Wi-Fi 6),15.6""(39.6cms) FHD ANV15-51  ","69,990",https://amazon.in//Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CQP22R2Y/ref=sr_1_293?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.l_hp1IHXTPhHMBybmpwmYqX_6wlXrO21drBL5URW3Ec_YNdO7dC9SPuVKw3DK7rGIWkJKsK9BOG57vaaAXcEG-s7V3zeMOzM9nCGtjD6T-5bkiycv4r8y-Nq2w2ht0dtf2gOHH84ifU068MCLykf8YtioOGP7xVID0KP_1OZGWjVMeL-q4pW2wfMx6vuEUPGEzYjaNpC1feAbJyVon3mE5rbhKuq9HQn6xWv2m85Meg.2zzK4yWFF1sZTG4lvhTA1KdNAm4B60kdE2c-Pp1S3s8&dib_tag=se&keywords=laptop&qid=1719412651&sprefix=lap%2Caps%2C246&sr=8-293
"ASUS Creator Series Vivobook 14X OLED 2023, Intel Core i5-12450H 12th Gen, 14.0-inch 90Hz, Creator/Gaming Laptop (16GB/512GB SSD/RTX 2050/Win11/FP/63WHr/Silver/1.40 kg),K3405ZFB-KM542WS  ","69,990",https://amazon.in//ASUS-Vivobook-i5-12450H-14-0-inch-K3405ZFB-KM542WS/dp/B0C37DYM4P/ref=sr_1_56?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.qTwPZzm8OqiGMb-oKAQwCgHd_kcjOT-0-JjSEkdZ59Tg8wuXhMHVxtSoTTSmjqZBBwmqv1dljO4_O_94iPBYRBmk-k72Mh2X0bQYfj1ONi2NubGR2l-L6D9Qo-sTAQze__7sWFxXcld6ryiix1F_XHeTO0xg3DbvAlOPET2mfU-UFccGkz81IROYYw0rEdZoeBBfwXAgvO665DgbrSLGXf0tBM3ARYiL2jUj9pYAS6U.iy0SYDsCEvB3BDXnDzE_bWJW8i-S0eVVTjl4wiE4its&dib_tag=se&keywords=laptop&qid=1719412594&sprefix=lap%2Caps%2C246&sr=8-56
Acer Nitro 5 Gaming Laptop AMD Ryzenâ„¢ 7 7735HS Octa-Core Processor- (16GB/ 512 GB SSD/NVIDIA GeForce RTX 3050 4GB Graphics/Windows 11 Home) AN515-47 with 39.6 Cm (15.6 Inch) IPS Display  ,"69,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMjk1MjMzNjM0MDA3MTc3OjE3MTk0MTI1OTQ6c3BfbXRmOjMwMDIyMTg0MDE0MzMzMjo6MDo6&url=%2FAcer-Octa-Core-Processor-Graphics-AN515-47%2Fdp%2FB0C1BGCPX9%2Fref%3Dsr_1_59_sspa%3Fcrid%3DV4MX297CAMU7%26dib%3DeyJ2IjoiMSJ9.qTwPZzm8OqiGMb-oKAQwCgHd_kcjOT-0-JjSEkdZ59Tg8wuXhMHVxtSoTTSmjqZBBwmqv1dljO4_O_94iPBYRBmk-k72Mh2X0bQYfj1ONi2NubGR2l-L6D9Qo-sTAQze__7sWFxXcld6ryiix1F_XHeTO0xg3DbvAlOPET2mfU-UFccGkz81IROYYw0rEdZoeBBfwXAgvO665DgbrSLGXf0tBM3ARYiL2jUj9pYAS6U.iy0SYDsCEvB3BDXnDzE_bWJW8i-S0eVVTjl4wiE4its%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719412594%26sprefix%3Dlap%252Caps%252C246%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Acer ALG 12th Gen Intel Core i5 Gaming Laptop (16GB RAM/1TB SSD/6GB RTX 3050 Graphics/144Hz/Win11Home/Wifi 6) AL15G-52, 39.62cm (15.6 inch) FHD Display, Premium Metal Body, Steel Gray, 1.99KG  ","68,990",https://amazon.in//Acer-Graphics-Win11Home-AL15G-52-39-62cm/dp/B0D32QRT3L/ref=sr_1_231?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.aLritixPmzP8_Ujsf4KAAKwzJnvIuJQZ2na4mh6bYna1o9-mAmH0BnnVa9haYGLYUH4oAtSVSc53xkmSZnC2YMvGxj-sKmg6tdOvtlu_xQxquqGmh02Csk1pQp71RfJr86XWIjax7DyMKIe-C4aW1nHpXLUT1sn49UAOEZId7OAVddndxSHREnMfoHo1Oe2vIO5giT6Q4fPlyaExnO-e1kDuYbEWNlezQoPImipK6HM.56QUlljCsecCnuWuDOD6fb0MkwmvuZNO9HErsokwB9o&dib_tag=se&keywords=laptop&qid=1719412640&sprefix=lap%2Caps%2C246&sr=8-231
"Dell Inspiron 5430 Laptop, 13th Gen Intel Core i5-1335U Processor/16GB/1TB SSD/14.0"" (35.56CM) FHD+ WVA 250 nits/Backlit KB + FPR/Win 11+MSO'21/15 Month McAfee/Platinum Silver/Thin & Light- 1.59KG  ","68,990",https://amazon.in//Dell-Inspiron-5430-i5-1335U-Processor/dp/B0CBC9HLLC/ref=sr_1_257?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.VtadRDAvcJpEptPddSvZoBjtMjAQ6rkVelfPlLyKbD17Va4eo7TfG8_MGv7InRahebk9SAV1cNkyiOji8gMtsUdSsur7yAriyLkZ0sMlPwbiyFf8UNlli-sqg7-ETMwlg7bT4ymjatpfkQbxGsV80in6XoIRAJcO6Q_qZVO8Nsz8TPY8bpZt0KF2t_q2hQOFeHcQfmxlF6DQsoMAcTw83B9qfQEKhb5IFE7Lc6LvaeE.R8YrcixFQJbSBjpFNpsKYOSR0NjAQfKejqeV3VlPbg4&dib_tag=se&keywords=laptop&qid=1719412642&sprefix=lap%2Caps%2C246&sr=8-257
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg), 82XD005RIN  ","68,990",https://amazon.in//Lenovo-IdeaPad-400Nits-Backlit-82XD005RIN/dp/B0CGV8WL7F/ref=sr_1_270?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.-0HwiKQYQ7o22FldICL3xVEnbGSFwkrybVWuPnUQ-0GswJhe-Ud9VFXQunqssnyK9LHA1M3pQCzDnC8uvIso6RAVsZKMrkr212ez7vRE8_7hG1CbuC8-tlHvjwG8YiFOXqHDCVYHKlasJnHPODKUnIVNG2iRcqdL52_0gTvuv8VaGsHVEqtSpvYhwyg47mlwrRYMtD94FI8JYRizzQ7KpovBMa0zKdSL26LTtPvbLMI.pSpMPJhlVYy-xC5sbPjIq6-UThs0fyrdYd9tAqYD-Ww&dib_tag=se&keywords=laptop&qid=1719412645&sprefix=lap%2Caps%2C246&sr=8-270
"Dell Inspiron 5430 Laptop, 13th Gen Intel Core i5-1335U Processor/16GB/1TB SSD/14.0"" (35.56CM) FHD+ WVA 250 nits/Backlit KB + FPR/Win 11+MSO'21/15 Month McAfee/Platinum Silver/Thin & Light- 1.59KG  ","68,990",https://amazon.in//Dell-Inspiron-5430-i5-1335U-Processor/dp/B0CBC9HLLC/ref=sr_1_282?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.vSEeyny5ufbMcLhCeQSLb2WiF_rkenyB1UFkhUAboqgDrZQkXxQe7JHlVSKiFlb8F2IgBZtNxhugwZnGa8G-5qBB5JR-mUOlqXv3PlnrxkQ3dZvm-K65xeKHOAmStIemt81Wj-jDfkHSggFLXP1mBRs_Z67HFgHOo8JMkcny9Hn3gXc4PJq3LkGLJfJyciq3vbcunFvPN8r8kUtr4B2Pi69LG3rCB4jFNTN7gcbSZFE.pXxcLXb_xBPvEKfgzlof1paMC6I9JWA06uaI5ov-nas&dib_tag=se&keywords=laptop&qid=1719412648&sprefix=lap%2Caps%2C246&sr=8-282
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg), 82XD005RIN  ","68,990",https://amazon.in//Lenovo-IdeaPad-400Nits-Backlit-82XD005RIN/dp/B0CGV8WL7F/ref=sr_1_289?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.vSEeyny5ufbMcLhCeQSLb2WiF_rkenyB1UFkhUAboqgDrZQkXxQe7JHlVSKiFlb8F2IgBZtNxhugwZnGa8G-5qBB5JR-mUOlqXv3PlnrxkQ3dZvm-K65xeKHOAmStIemt81Wj-jDfkHSggFLXP1mBRs_Z67HFgHOo8JMkcny9Hn3gXc4PJq3LkGLJfJyciq3vbcunFvPN8r8kUtr4B2Pi69LG3rCB4jFNTN7gcbSZFE.pXxcLXb_xBPvEKfgzlof1paMC6I9JWA06uaI5ov-nas&dib_tag=se&keywords=laptop&qid=1719412648&sprefix=lap%2Caps%2C246&sr=8-289
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13420H 14"" (35.5cm) WUXGA OLED 400Nits Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Grey/1.46Kg), 82XD005RIN  ","68,990",https://amazon.in//Lenovo-IdeaPad-400Nits-Backlit-82XD005RIN/dp/B0CGV8WL7F/ref=sr_1_301?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.l_hp1IHXTPhHMBybmpwmYqX_6wlXrO21drBL5URW3Ec_YNdO7dC9SPuVKw3DK7rGIWkJKsK9BOG57vaaAXcEG-s7V3zeMOzM9nCGtjD6T-5bkiycv4r8y-Nq2w2ht0dtf2gOHH84ifU068MCLykf8YtioOGP7xVID0KP_1OZGWjVMeL-q4pW2wfMx6vuEUPGEzYjaNpC1feAbJyVon3mE5rbhKuq9HQn6xWv2m85Meg.2zzK4yWFF1sZTG4lvhTA1KdNAm4B60kdE2c-Pp1S3s8&dib_tag=se&keywords=laptop&qid=1719412651&sprefix=lap%2Caps%2C246&sr=8-301
"Acer Aspire 5 Gaming Laptop Intel Core i7 13th Gen (Windows 11 Home/16 GB/512 GB SSD/4 GB Graphics/NVIDIA GeForce RTX 2050) A514-56GM, 14.0"" WUXGA Display, 1.56 KG  ","68,790",https://amazon.in//Acer-Windows-Graphics-GeForce-A514-56GM/dp/B0CJ2KXZ4M/ref=sr_1_180?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.6MhD2NfcXvtIUyhKdC7shiecySiA-4bBcVyyi_vebD6_P0kOsIorEOXlimfD6dgDcodYg69gmcDAxej-hChy7uvcSujY2mI2ZSzkChPn_YFTflAQMyvNlIZxs21FIGfKUmncZShhlerJvsLut8HEgairskDWlQKlR0HOXwyQIdiRZFEDRkkEH05cojUPvgy9n9BIs-u6OZKSEEAoj2JisqwQ1T0AdH8ynGm7dDmAsWM.6eBSl2wGs3GzePr-k7T3jGgFDfKK6HNjpUP7c6uDnqA&dib_tag=se&keywords=laptop&qid=1719412625&sprefix=lap%2Caps%2C246&sr=8-180
"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","67,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NDkyMjE4NTgyMTM5MTc3OjE3MTk0MTI2MDg6c3BfYnRmOjMwMDE2NzA4MTY3OTQzMjo6MDo6&url=%2FLenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN%2Fdp%2FB0CX8XPKWJ%2Fref%3Dsr_1_102_sspa%3Fcrid%3DV4MX297CAMU7%26dib%3DeyJ2IjoiMSJ9.WsKonKL-hg18BPBMTSSPgjjb7kDXQKYo-2oYelhxGXLmdrB1vv_HxrVfgR0mL1PnVWoRA5GyESWTHfXPRBECM6Y5EDfPRNypavf9mFJYwR8RAg9Rly6MbiqnXJJcb3smRYVNkIoY78jUQwdBAwx1D9EmUDXKm6iWh4mTtC2LhrdTfHzEhH-CRT-WYeZ-Em-EUk89XKY9TbftXU4OM2U2jM5VPfJ_2jHVuiNYCvB1oW8.SPg2frjgYd-LlaxJitxRiJZHcQ0Hdt0bt44iWdZ4c-w%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719412608%26sprefix%3Dlap%252Caps%252C246%26sr%3D8-102-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Lenovo LOQ AI Powered AMD Ryzen 5 7640HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT00EEIN  ","67,990",https://amazon.in//Lenovo-Powered-7640HS-350Nits-82XT00EEIN/dp/B0CX8HGWSB/ref=sr_1_148?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.t-yazpCDHgsoX_oIxcmP2bEJXNaMM-Qg1xenipjsyQQGeOwRHVLzhBfpe1jEF2DKChTSUNzd1VFBfuLqFfetSagQakk3DKZlvTK0bUJTtFUWPsVS7V0C7m1_vbYhiy2taazSZl0_q3PQQXqyWJlkigu7MIXUAwv1qsuo9NlWoIcey2kozbn11vl5YTRtJxwB5tPRFyKQ8w-R009WxORmugr7WPSrsHuz17YpwRuoooM.CSofyXjKbPV44EZEEWA4I7y-3K_3jj_Osb-ldWHRzZw&dib_tag=se&keywords=laptop&qid=1719412622&sprefix=lap%2Caps%2C246&sr=8-148
"Lenovo LOQ AI Powered AMD Ryzen 5 7640HS 15.6"" (39.6cm) FHD IPS 144Hz 350Nits Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 3050 6GB/Office 2021/3 Month Game Pass/Storm Grey/2.4Kg), 82XT00EEIN  ","67,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1ODM4MDI0NzQ0NDAwMTc3OjE3MTk0MTI2MjU6c3BfYXRmX25leHQ6MzAwMjA4MDAyMjU5MjMyOjowOjo&url=%2FLenovo-Powered-7640HS-350Nits-82XT00EEIN%2Fdp%2FB0CX8HGWSB%2Fref%3Dsr_1_161_sspa%3Fcrid%3DV4MX297CAMU7%26dib%3DeyJ2IjoiMSJ9.6MhD2NfcXvtIUyhKdC7shiecySiA-4bBcVyyi_vebD6_P0kOsIorEOXlimfD6dgDcodYg69gmcDAxej-hChy7uvcSujY2mI2ZSzkChPn_YFTflAQMyvNlIZxs21FIGfKUmncZShhlerJvsLut8HEgairskDWlQKlR0HOXwyQIdiRZFEDRkkEH05cojUPvgy9n9BIs-u6OZKSEEAoj2JisqwQ1T0AdH8ynGm7dDmAsWM.6eBSl2wGs3GzePr-k7T3jGgFDfKK6HNjpUP7c6uDnqA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719412625%26sprefix%3Dlap%252Caps%252C246%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Nitro 5 12th Gen Intel Core i5 Gaming Laptop with 39.62 cm (15.6"") FHD IPS Display (Windows 11 Home/16 GB RAM/512 GB SSD/RTX 3050 Graphics/144 Hz/RGB Backlit), AN515-58, 2.5 KG  ","67,990",https://amazon.in//sspa/click?ie=UTF8&spc=MToxMTc4MTk4MDc5MjgxNzc6MTcxOTQxMjY0NTpzcF9hdGZfbmV4dDozMDAyMzM1NzUxMzg5MzI6OjA6Og&url=%2FAcer-i5-12500H-Processor-15-6-inch-AN515-58%2Fdp%2FB09X79JDC5%2Fref%3Dsr_1_258_sspa%3Fcrid%3DV4MX297CAMU7%26dib%3DeyJ2IjoiMSJ9.-0HwiKQYQ7o22FldICL3xVEnbGSFwkrybVWuPnUQ-0GswJhe-Ud9VFXQunqssnyK9LHA1M3pQCzDnC8uvIso6RAVsZKMrkr212ez7vRE8_7hG1CbuC8-tlHvjwG8YiFOXqHDCVYHKlasJnHPODKUnIVNG2iRcqdL52_0gTvuv8VaGsHVEqtSpvYhwyg47mlwrRYMtD94FI8JYRizzQ7KpovBMa0zKdSL26LTtPvbLMI.pSpMPJhlVYy-xC5sbPjIq6-UThs0fyrdYd9tAqYD-Ww%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719412645%26sprefix%3Dlap%252Caps%252C246%26sr%3D8-258-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Lenovo [Smartchoice] LOQ 12th Gen Intel Core i5-12450HX /39.6cm/ 144Hz 300Nits FHD Gaming Laptop (16GB/512GB SSD/Win 11/ RTX 3050 6GB Graphics/100% sRGB/MSO 21/3 Mon Game Pass/Grey/2.4Kg), 83GS003UIN  ","67,990",https://amazon.in//Lenovo-Smartchoice-i5-12450HX-Graphics-83GS003UIN/dp/B0CX8XPKWJ/ref=sr_1_63?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.qTwPZzm8OqiGMb-oKAQwCgHd_kcjOT-0-JjSEkdZ59Tg8wuXhMHVxtSoTTSmjqZBBwmqv1dljO4_O_94iPBYRBmk-k72Mh2X0bQYfj1ONi2NubGR2l-L6D9Qo-sTAQze__7sWFxXcld6ryiix1F_XHeTO0xg3DbvAlOPET2mfU-UFccGkz81IROYYw0rEdZoeBBfwXAgvO665DgbrSLGXf0tBM3ARYiL2jUj9pYAS6U.iy0SYDsCEvB3BDXnDzE_bWJW8i-S0eVVTjl4wiE4its&dib_tag=se&keywords=laptop&qid=1719412594&sprefix=lap%2Caps%2C246&sr=8-63
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003CIN  ","67,499",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4MDk3MzQ2MjEyNDgxNzc6MTcxOTQxMjYxMzpzcF9tdGY6MzAwMDYwODI4OTAwOTMyOjowOjo&url=%2FLenovo-IdeaPad-13500H-Backlit-82XF003GIN%2Fdp%2FB0C9HPCDJS%2Fref%3Dsr_1_108_sspa%3Fcrid%3DV4MX297CAMU7%26dib%3DeyJ2IjoiMSJ9.cTMjl7pMQVQwGFPpdrDueC4lLBpD4s7w-ZyOkS1oRtwZ_n7MgY401IbDdP1nqUEbQfJZKy8EN6bON-hJTV2dj-3RojKJ4vVixKWuVA4Qh8RE9MFmmJ5HwNcFPp1IY2fgPwtZ9qQwvPU1WGa7VZKwU1F1LwY4veMierysnafRgU4kjzA8Jj3nsahsHqPzCkSR5DU-CS6HvTbZjFU8irffsqaWMBYixrehmjKt3HbQS8w.Y2PSo-pCcNcSGMkF3BpB8dkjSgl-cVgWFlI4axPzF_s%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1719412613%26sprefix%3Dlap%252Caps%252C246%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lenovo IdeaPad Slim 5 13th Gen Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003CIN  ","67,499",https://amazon.in//Lenovo-IdeaPad-13500H-Backlit-82XF003GIN/dp/B0C9HPCDJS/ref=sr_1_165?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9.6MhD2NfcXvtIUyhKdC7shiecySiA-4bBcVyyi_vebD6_P0kOsIorEOXlimfD6dgDcodYg69gmcDAxej-hChy7uvcSujY2mI2ZSzkChPn_YFTflAQMyvNlIZxs21FIGfKUmncZShhlerJvsLut8HEgairskDWlQKlR0HOXwyQIdiRZFEDRkkEH05cojUPvgy9n9BIs-u6OZKSEEAoj2JisqwQ1T0AdH8ynGm7dDmAsWM.6eBSl2wGs3GzePr-k7T3jGgFDfKK6HNjpUP7c6uDnqA&dib_tag=se&keywords=laptop&qid=1719412625&sprefix=lap%2Caps%2C246&sr=8-165
"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm) FHD IPS 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O Dual Speakers (Win 11, MSO, Blue, 2.37 kg), fa0666TX  ","67,190",https://amazon.in//HP-i5-12450H-15-6-inch-Response-fa0666TX/dp/B0C2HZYM87/ref=sr_1_136?crid=V4MX297CAMU7&dib=eyJ2IjoiMSJ9._jaI8N2xwKaf7hfa5MqEB5FeWh14ZBqj191AQLXx4ZkvIowTaWHep0WFY3DCuBiYGvnCrweHcK5ruhmMEkfUM4951Omxb_2ga22tTu2tVZVDf2vWxur1VmBQujU-4lKArG4Gvik5RVCbSQ9JhTGl9bH_CV0Q1n44PwO63iITohsDOO5edtsa9-uBB1UAM-d6PuqBGODcMIwjXXpTTcs5b4eRFyEks5wp67AbtVbrkSw.Go3cdQtreIRzMA2VicaJrJjDPf0yjxZYil50-0R3dJ0&dib_tag=se&keywords=laptop&qid=1719412619&sprefix=lap%2Caps%2C246&sr=8-136
